accession.mi	accession.mimat
MI0000976	MIMAT0000906
MI0000977	MIMAT0000907
MI0000978	MIMAT0000908
MI0000979	MIMAT0000909
MI0000980	MIMAT0000910
MI0000981	MIMAT0000911
MI0000982	MIMAT0000913
MI0000983	MIMAT0000914
MI0000984	MIMAT0000915
MI0000985	MIMAT0000916
MI0000986	MIMAT0000917
MI0000987	MIMAT0000918
MI0000988	MIMAT0000919
MI0000989	MIMAT0031899
MI0000990	MIMAT0031900
MI0000991	MIMAT0000922
MI0000992	MIMAT0031901
MI0001000	MIMAT0000931
MI0001001	MIMAT0000932
MI0001002	MIMAT0000933
MI0001003	MIMAT0000934
MI0001004	MIMAT0000935
MI0001005	MIMAT0000936
MI0001006	MIMAT0000937
MI0001007	MIMAT0000938
MI0001008	MIMAT0000939
MI0001009	MIMAT0000940
MI0001010	MIMAT0000941
MI0001011	MIMAT0000942
MI0001012	MIMAT0000943
MI0001013	MIMAT0000944
MI0001014	MIMAT0000945
MI0001015	MIMAT0000946
MI0001016	MIMAT0000947
MI0001017	MIMAT0031910
MI0001018	MIMAT0031911
MI0001019	MIMAT0031912
MI0001020	MIMAT0000951
MI0001021	MIMAT0000952
MI0001022	MIMAT0031913
MI0001023	MIMAT0000954
MI0001024	MIMAT0000955
MI0001025	MIMAT0000956
MI0001026	MIMAT0000957
MI0001027	MIMAT0000958
MI0001028	MIMAT0000959
MI0001029	MIMAT0000960
MI0001030	MIMAT0000961
MI0001031	MIMAT0000962
MI0001032	MIMAT0000963
MI0001033	MIMAT0000964
MI0001034	MIMAT0000965
MI0001035	MIMAT0000966
MI0001036	MIMAT0000967
MI0001037	MIMAT0000968
MI0001038	MIMAT0000969
MI0001041	MIMAT0000972
MI0001042	MIMAT0000973
MI0001043	MIMAT0000974
MI0001044	MIMAT0000975
MI0001046	MIMAT0000977
MI0001047	MIMAT0000978
MI0001048	MIMAT0000979
MI0001049	MIMAT0000980
MI0001050	MIMAT0000981
MI0001051	MIMAT0000982
MI0001052	MIMAT0000983
MI0001053	MIMAT0000984
MI0001054	MIMAT0000985
MI0001055	MIMAT0000986
MI0001056	MIMAT0000987
MI0001057	MIMAT0000988
MI0001058	MIMAT0000989
MI0001059	MIMAT0000990
MI0001060	MIMAT0000991
MI0001061	MIMAT0000992
MI0001062	MIMAT0000993
MI0001063	MIMAT0000994
MI0001064	MIMAT0000995
MI0001065	MIMAT0000996
MI0001066	MIMAT0000998
MI0001067	MIMAT0000999
MI0001068	MIMAT0001000
MI0001069	MIMAT0001001
MI0001070	MIMAT0001002
MI0001071	MIMAT0001003
MI0001072	MIMAT0031914
MI0001073	MIMAT0001005
MI0001074	MIMAT0001006
MI0001075	MIMAT0001007
MI0001077	MIMAT0001008
MI0001078	MIMAT0001009
MI0001079	MIMAT0001010
MI0001080	MIMAT0031915
MI0001082	MIMAT0001012
MI0001083	MIMAT0001013
MI0001084	MIMAT0001014
MI0001085	MIMAT0001015
MI0001086	MIMAT0001016
MI0001087	MIMAT0001017
MI0001088	MIMAT0001018
MI0001089	MIMAT0031918
MI0001090	MIMAT0001020
MI0001091	MIMAT0001021
MI0001092	MIMAT0009200
MI0001093	MIMAT0001023
MI0001094	MIMAT0001024
MI0001095	MIMAT0001025
MI0001096	MIMAT0001026
MI0001097	MIMAT0001027
MI0001098	MIMAT0020914
MI0001099	MIMAT0001029
MI0001100	MIMAT0001030
MI0001101	MIMAT0001031
MI0001102	MIMAT0001032
MI0001103	MIMAT0001033
MI0001104	MIMAT0001034
MI0001105	MIMAT0001035
MI0001107	MIMAT0022870
MI0001108	MIMAT0022871
MI0001109	MIMAT0001039
MI0001110	MIMAT0001040
MI0001111	MIMAT0001041
MI0001112	MIMAT0001042
MI0001113	MIMAT0001043
MI0001114	MIMAT0001044
MI0001115	MIMAT0001045
MI0001116	MIMAT0001046
MI0001117	MIMAT0001047
MI0001118	MIMAT0001048
MI0001119	MIMAT0001049
MI0001120	MIMAT0001050
MI0001121	MIMAT0020916
MI0001122	MIMAT0001052
MI0001123	MIMAT0001053
MI0001124	MIMAT0020917
MI0001125	MIMAT0001055
MI0001126	MIMAT0001056
MI0001127	MIMAT0001057
MI0001128	MIMAT0001058
MI0001129	MIMAT0001059
MI0001130	MIMAT0001060
MI0001131	MIMAT0001061
MI0001132	MIMAT0001062
MI0001133	MIMAT0001063
MI0001134	MIMAT0022877
MI0001135	MIMAT0022878
MI0001136	MIMAT0022879
MI0001137	MIMAT0022880
MI0001138	MIMAT0001068
MI0001139	MIMAT0001069
MI0001140	MIMAT0001070
MI0001141	MIMAT0001071
MI0001142	MIMAT0022881
MI0001143	MIMAT0022882
MI0001144	MIMAT0022883
MI0001145	MIMAT0001075
MI0001146	MIMAT0004745
MI0001147	MIMAT0001077
MI0001148	MIMAT0001078
MI0001149	MIMAT0022884
MI0001150	MIMAT0001080
MI0001151	MIMAT0001081
MI0001152	MIMAT0001082
MI0001154	MIMAT0022885
MI0001155	MIMAT0022886
MI0001156	MIMAT0001086
MI0001157	MIMAT0001087
MI0001158	MIMAT0022887
MI0001159	MIMAT0001089
MI0001160	MIMAT0004746
MI0001161	MIMAT0017172
MI0001162	MIMAT0003388
MI0001163	MIMAT0004747
MI0001164	MIMAT0017173
MI0001165	MIMAT0017174
MI0001166	MIMAT0026487
MI0001167	MIMAT0026488
MI0001168	MIMAT0001098
MI0001169	MIMAT0001099
MI0001170	MIMAT0001100
MI0001171	MIMAT0001101
MI0001172	MIMAT0001102
MI0001173	MIMAT0001103
MI0001174	MIMAT0001104
MI0001175	MIMAT0001105
MI0001176	MIMAT0001106
MI0001177	MIMAT0001107
MI0001178	MIMAT0026494
MI0001179	MIMAT0026495
MI0001180	MIMAT0026496
MI0001181	MIMAT0001111
MI0001182	MIMAT0026498
MI0001183	MIMAT0001113
MI0001184	MIMAT0001114
MI0001185	MIMAT0001116
MI0001186	MIMAT0001117
MI0001187	MIMAT0001118
MI0001188	MIMAT0026502
MI0001189	MIMAT0026503
MI0001190	MIMAT0001121
MI0001191	MIMAT0001122
MI0001192	MIMAT0026506
MI0001193	MIMAT0026507
MI0001194	MIMAT0001125
MI0001195	MIMAT0026509
MI0001196	MIMAT0026510
MI0001197	MIMAT0026511
MI0001198	MIMAT0001129
MI0001199	MIMAT0001130
MI0001200	MIMAT0001131
MI0001201	MIMAT0001132
MI0001202	MIMAT0001133
MI0001203	MIMAT0001134
MI0001204	MIMAT0001135
MI0001205	MIMAT0001137
MI0001206	MIMAT0001138
MI0001207	MIMAT0001139
MI0001208	MIMAT0001140
MI0001209	MIMAT0001141
MI0001210	MIMAT0001142
MI0001211	MIMAT0001143
MI0001212	MIMAT0001144
MI0001213	MIMAT0026519
MI0001214	MIMAT0001146
MI0001215	MIMAT0026520
MI0001216	MIMAT0001148
MI0001217	MIMAT0031096
MI0001218	MIMAT0001168
MI0001219	MIMAT0001151
MI0001220	MIMAT0001152
MI0001221	MIMAT0026523
MI0001222	MIMAT0001116
MI0001223	MIMAT0001154
MI0001224	MIMAT0001155
MI0001225	MIMAT0001156
MI0001226	MIMAT0001157
MI0001227	MIMAT0026526
MI0001228	MIMAT0001122
MI0001229	MIMAT0001159
MI0001230	MIMAT0001160
MI0001231	MIMAT0001099
MI0001232	MIMAT0001161
MI0001233	MIMAT0001162
MI0001234	MIMAT0001101
MI0001235	MIMAT0001163
MI0001236	MIMAT0031070
MI0001237	MIMAT0001144
MI0001238	MIMAT0001164
MI0001239	MIMAT0026530
MI0001240	MIMAT0026531
MI0001241	MIMAT0026532
MI0001242	MIMAT0001151
MI0001243	MIMAT0001168
MI0001244	MIMAT0003723
MI0001245	MIMAT0001152
MI0001246	MIMAT0001170
MI0001247	MIMAT0031071
MI0001248	MIMAT0026509
MI0001249	MIMAT0026533
MI0001250	MIMAT0026534
MI0001251	MIMAT0001173
MI0001252	MIMAT0001174
MI0001254	MIMAT0026536
MI0001255	MIMAT0026537
MI0001256	MIMAT0001177
MI0001257	MIMAT0001137
MI0001258	MIMAT0001178
MI0001259	MIMAT0001101
MI0001260	MIMAT0001179
MI0001261	MIMAT0001180
MI0001262	MIMAT0001181
MI0001263	MIMAT0001182
MI0001264	MIMAT0001099
MI0001265	MIMAT0026544
MI0001266	MIMAT0031072
MI0001267	MIMAT0001184
MI0001268	MIMAT0001121
MI0001269	MIMAT0001157
MI0001270	MIMAT0026545
MI0001271	MIMAT0001156
MI0001272	MIMAT0001157
MI0001273	MIMAT0026546
MI0001274	MIMAT0026547
MI0001275	MIMAT0026548
MI0001276	MIMAT0001189
MI0001277	MIMAT0001190
MI0001278	MIMAT0001191
MI0001279	MIMAT0001192
MI0001280	MIMAT0001190
MI0001281	MIMAT0001193
MI0001282	MIMAT0001121
MI0001283	MIMAT0001195
MI0001287	MIMAT0001197
MI0001288	MIMAT0001198
MI0001289	MIMAT0001199
MI0001290	MIMAT0001200
MI0001291	MIMAT0001200
MI0001292	MIMAT0001201
MI0001293	MIMAT0001201
MI0001294	MIMAT0001202
MI0001295	MIMAT0001203
MI0001296	MIMAT0001204
MI0001297	MIMAT0001205
MI0001298	MIMAT0001207
MI0001299	MIMAT0001208
MI0001300	MIMAT0001208
MI0001301	MIMAT0001208
MI0001302	MIMAT0001209
MI0001303	MIMAT0001210
MI0001304	MIMAT0001211
MI0001305	MIMAT0001212
MI0001306	MIMAT0001213
MI0001307	MIMAT0001214
MI0001308	MIMAT0001215
MI0001309	MIMAT0001216
MI0001310	MIMAT0001217
MI0001311	MIMAT0001218
MI0001312	MIMAT0001218
MI0001313	MIMAT0001219
MI0001314	MIMAT0001220
MI0001315	MIMAT0001221
MI0001316	MIMAT0001222
MI0001317	MIMAT0001223
MI0001318	MIMAT0001224
MI0001319	MIMAT0001225
MI0001320	MIMAT0001226
MI0001321	MIMAT0001227
MI0001322	MIMAT0001228
MI0001323	MIMAT0001229
MI0001324	MIMAT0001230
MI0001325	MIMAT0001231
MI0001326	MIMAT0001232
MI0001327	MIMAT0001233
MI0001328	MIMAT0001234
MI0001329	MIMAT0001235
MI0001330	MIMAT0001236
MI0001331	MIMAT0001237
MI0001332	MIMAT0001238
MI0001333	MIMAT0001239
MI0001334	MIMAT0001240
MI0001335	MIMAT0001241
MI0001336	MIMAT0001242
MI0001337	MIMAT0001243
MI0001338	MIMAT0001244
MI0001339	MIMAT0001245
MI0001340	MIMAT0001245
MI0001341	MIMAT0001246
MI0001342	MIMAT0001247
MI0001343	MIMAT0001248
MI0001344	MIMAT0001249
MI0001345	MIMAT0001250
MI0001346	MIMAT0001251
MI0001347	MIMAT0001252
MI0001348	MIMAT0001253
MI0001349	MIMAT0001254
MI0001350	MIMAT0001255
MI0001351	MIMAT0001256
MI0001352	MIMAT0001257
MI0001353	MIMAT0001258
MI0001354	MIMAT0001259
MI0001355	MIMAT0001260
MI0001356	MIMAT0001261
MI0001357	MIMAT0001262
MI0001358	MIMAT0001263
MI0001359	MIMAT0001264
MI0001360	MIMAT0001265
MI0001361	MIMAT0001266
MI0001362	MIMAT0001266
MI0001363	MIMAT0001267
MI0001364	MIMAT0001268
MI0001365	MIMAT0001269
MI0001366	MIMAT0001270
MI0001367	MIMAT0001270
MI0001368	MIMAT0001271
MI0001369	MIMAT0001273
MI0001370	MIMAT0001274
MI0001371	MIMAT0001275
MI0001372	MIMAT0001276
MI0001373	MIMAT0001277
MI0001374	MIMAT0001277
MI0001375	MIMAT0001277
MI0001376	MIMAT0031923
MI0001377	MIMAT0001279
MI0001378	MIMAT0001280
MI0001379	MIMAT0003392
MI0001380	MIMAT0001623
MI0001381	MIMAT0001283
MI0001382	MIMAT0001284
MI0001383	MIMAT0001285
MI0001384	MIMAT0001286
MI0001385	MIMAT0001286
MI0001387	MIMAT0031926
MI0001388	MIMAT0031927
MI0001389	MIMAT0001290
MI0001392	MIMAT0001292
MI0001394	MIMAT0001293
MI0001395	MIMAT0001294
MI0001396	MIMAT0001295
MI0001397	MIMAT0001296
MI0001398	MIMAT0001297
MI0001400	MIMAT0001298
MI0001401	MIMAT0001299
MI0001402	MIMAT0001300
MI0001403	MIMAT0001301
MI0001404	MIMAT0001302
MI0001405	MIMAT0001303
MI0001406	MIMAT0001304
MI0001407	MIMAT0001305
MI0001408	MIMAT0001306
MI0001409	MIMAT0001307
MI0001410	MIMAT0001308
MI0001411	MIMAT0001309
MI0001412	MIMAT0001310
MI0001413	MIMAT0001311
MI0001414	MIMAT0001312
MI0001415	MIMAT0001313
MI0001416	MIMAT0001314
MI0001418	MIMAT0001315
MI0001419	MIMAT0001316
MI0001420	MIMAT0001317
MI0001421	MIMAT0001318
MI0001422	MIMAT0001319
MI0001423	MIMAT0001320
MI0001424	MIMAT0001321
MI0001425	MIMAT0001322
MI0001426	MIMAT0001323
MI0001427	MIMAT0001324
MI0001428	MIMAT0001325
MI0001429	MIMAT0001326
MI0001430	MIMAT0001327
MI0001431	MIMAT0001328
MI0001433	MIMAT0001329
MI0001434	MIMAT0001330
MI0001435	MIMAT0001331
MI0001436	MIMAT0001332
MI0001437	MIMAT0001333
MI0001438	MIMAT0001334
MI0001439	MIMAT0001335
MI0001441	MIMAT0001337
MI0001442	MIMAT0001338
MI0001444	MIMAT0001339
MI0001445	MIMAT0004748
MI0001446	MIMAT0001341
MI0001447	MIMAT0004750
MI0001448	MIMAT0003393
MI0001449	MIMAT0001344
MI0001450	MIMAT0001345
MI0001451	MIMAT0001346
MI0001452	MIMAT0001347
MI0001453	MIMAT0001348
MI0001454	MIMAT0001349
MI0001455	MIMAT0001350
MI0001456	MIMAT0001351
MI0001457	MIMAT0001352
MI0001458	MIMAT0001353
MI0001459	MIMAT0001354
MI0001460	MIMAT0001355
MI0001461	MIMAT0001356
MI0001462	MIMAT0001357
MI0001463	MIMAT0001358
MI0001464	MIMAT0001359
MI0001465	MIMAT0001360
MI0001466	MIMAT0001361
MI0001467	MIMAT0001362
MI0001468	MIMAT0001363
MI0001469	MIMAT0001364
MI0001470	MIMAT0001365
MI0001471	MIMAT0001366
MI0001472	MIMAT0001367
MI0001473	MIMAT0001368
MI0001474	MIMAT0001369
MI0001475	MIMAT0001370
MI0001476	MIMAT0001371
MI0001477	MIMAT0001372
MI0001478	MIMAT0001373
MI0001479	MIMAT0001374
MI0001480	MIMAT0015146
MI0001481	MIMAT0015147
MI0001482	MIMAT0015148
MI0001483	MIMAT0001378
MI0001485	MIMAT0015149
MI0001486	MIMAT0001380
MI0001487	MIMAT0015150
MI0001488	MIMAT0015151
MI0001489	MIMAT0015152
MI0001490	MIMAT0015153
MI0001491	MIMAT0015154
MI0001492	MIMAT0015155
MI0001493	MIMAT0001387
MI0001494	MIMAT0015156
MI0001495	MIMAT0015157
MI0001496	MIMAT0015158
MI0001497	MIMAT0001391
MI0001498	MIMAT0001392
MI0001499	MIMAT0001393
MI0001500	MIMAT0001394
MI0001501	MIMAT0001395
MI0001502	MIMAT0001396
MI0001503	MIMAT0001397
MI0001504	MIMAT0001398
MI0001505	MIMAT0001399
MI0001506	MIMAT0001400
MI0001507	MIMAT0001401
MI0001508	MIMAT0001402
MI0001509	MIMAT0001403
MI0001510	MIMAT0001404
MI0001511	MIMAT0001405
MI0001512	MIMAT0001406
MI0001513	MIMAT0001407
MI0001514	MIMAT0001408
MI0001515	MIMAT0001409
MI0001516	MIMAT0001410
MI0001517	MIMAT0001411
MI0001518	MIMAT0001412
MI0001519	MIMAT0001413
MI0001520	MIMAT0001414
MI0001521	MIMAT0001415
MI0001522	MIMAT0001416
MI0001523	MIMAT0001417
MI0001524	MIMAT0001418
MI0001525	MIMAT0001419
MI0001526	MIMAT0001421
MI0001527	MIMAT0001423
MI0001528	MIMAT0031928
MI0001529	MIMAT0031929
MI0001530	MIMAT0001426
MI0001531	MIMAT0001427
MI0001533	MIMAT0001429
MI0001534	MIMAT0001430
MI0001536	MIMAT0001432
MI0001537	MIMAT0001433
MI0001538	MIMAT0001434
MI0001539	MIMAT0001435
MI0001540	MIMAT0001436
MI0001541	MIMAT0001437
MI0001542	MIMAT0001438
MI0001543	MIMAT0001439
MI0001544	MIMAT0001440
MI0001545	MIMAT0001441
MI0001546	MIMAT0001442
MI0001547	MIMAT0001443
MI0001548	MIMAT0001444
MI0001549	MIMAT0001445
MI0001550	MIMAT0001446
MI0001551	MIMAT0001447
MI0001552	MIMAT0001448
MI0001553	MIMAT0001449
MI0001554	MIMAT0001450
MI0001555	MIMAT0001451
MI0001556	MIMAT0001452
MI0001557	MIMAT0001453
MI0001558	MIMAT0001454
MI0001560	MIMAT0001456
MI0001561	MIMAT0001457
MI0001563	MIMAT0001459
MI0001564	MIMAT0001460
MI0001565	MIMAT0001461
MI0001566	MIMAT0001462
MI0001567	MIMAT0001463
MI0001568	MIMAT0001464
MI0001569	MIMAT0001465
MI0001570	MIMAT0001466
MI0001572	MIMAT0001468
MI0001573	MIMAT0001469
MI0001574	MIMAT0001470
MI0001575	MIMAT0001471
MI0001576	MIMAT0001472
MI0001577	MIMAT0001473
MI0001578	MIMAT0001474
MI0001579	MIMAT0001475
MI0001580	MIMAT0001476
MI0001581	MIMAT0001477
MI0001582	MIMAT0001478
MI0001583	MIMAT0001479
MI0001584	MIMAT0001480
MI0001585	MIMAT0001481
MI0001586	MIMAT0001482
MI0001587	MIMAT0001483
MI0001588	MIMAT0001484
MI0001589	MIMAT0001485
MI0001590	MIMAT0001485
MI0001591	MIMAT0001486
MI0001592	MIMAT0001487
MI0001593	MIMAT0001488
MI0001594	MIMAT0001489
MI0001595	MIMAT0001490
MI0001596	MIMAT0001491
MI0001597	MIMAT0001492
MI0001598	MIMAT0001493
MI0001599	MIMAT0001494
MI0001600	MIMAT0001495
MI0001601	MIMAT0001496
MI0001602	MIMAT0001497
MI0001603	MIMAT0001498
MI0001604	MIMAT0001499
MI0001605	MIMAT0001500
MI0001606	MIMAT0001501
MI0001607	MIMAT0001502
MI0001608	MIMAT0001503
MI0001609	MIMAT0001504
MI0001610	MIMAT0001505
MI0001611	MIMAT0001506
MI0001612	MIMAT0001507
MI0001613	MIMAT0001508
MI0001614	MIMAT0001509
MI0001615	MIMAT0001510
MI0001616	MIMAT0001511
MI0001617	MIMAT0001512
MI0001618	MIMAT0001513
MI0001619	MIMAT0001514
MI0001620	MIMAT0001515
MI0001621	MIMAT0009202
MI0001622	MIMAT0009202
MI0001623	MIMAT0001518
MI0001624	MIMAT0001519
MI0001625	MIMAT0001520
MI0001626	MIMAT0001521
MI0001627	MIMAT0001522
MI0001628	MIMAT0001523
MI0001629	MIMAT0001524
MI0001630	MIMAT0001525
MI0001631	MIMAT0001526
MI0001632	MIMAT0001527
MI0001633	MIMAT0001528
MI0001634	MIMAT0001529
MI0001635	MIMAT0001530
MI0001636	MIMAT0001531
MI0001637	MIMAT0001532
MI0001638	MIMAT0017176
MI0001639	MIMAT0017177
MI0001640	MIMAT0001535
MI0001641	MIMAT0001536
MI0001642	MIMAT0017178
MI0001643	MIMAT0001538
MI0001644	MIMAT0001539
MI0001645	MIMAT0017179
MI0001647	MIMAT0001540
MI0001648	MIMAT0001541
MI0001649	MIMAT0001542
MI0001650	MIMAT0001543
MI0001651	MIMAT0001544
MI0001652	MIMAT0001545
MI0001653	MIMAT0001546
MI0001654	MIMAT0001547
MI0001655	MIMAT0001548
MI0001656	MIMAT0017184
MI0001657	MIMAT0001540
MI0001669	MIMAT0017185
MI0001670	MIMAT0017186
MI0001671	MIMAT0017187
MI0001672	MIMAT0001567
MI0001673	MIMAT0001568
MI0001674	MIMAT0017190
MI0001675	MIMAT0001570
MI0001676	MIMAT0001572
MI0001677	MIMAT0001573
MI0001678	MIMAT0001574
MI0001679	MIMAT0001576
MI0001680	MIMAT0026552
MI0001681	MIMAT0001578
MI0001682	MIMAT0001579
MI0001683	MIMAT0026553
MI0001684	MIMAT0001581
MI0001685	MIMAT0001582
MI0001686	MIMAT0001584
MI0001687	MIMAT0001585
MI0001688	MIMAT0001586
MI0001689	MIMAT0001587
MI0001690	MIMAT0001588
MI0001691	MIMAT0001589
MI0001692	MIMAT0001590
MI0001693	MIMAT0001591
MI0001694	MIMAT0001592
MI0001695	MIMAT0001593
MI0001696	MIMAT0001594
MI0001697	MIMAT0001595
MI0001698	MIMAT0001596
MI0001700	MIMAT0001598
MI0001701	MIMAT0001599
MI0001703	MIMAT0001601
MI0001708	MIMAT0001606
MI0001719	MIMAT0020918
MI0001720	MIMAT0001624
MI0001721	MIMAT0001625
MI0001722	MIMAT0001626
MI0001723	MIMAT0026554
MI0001724	MIMAT0017192
MI0001725	MIMAT0026555
MI0001726	MIMAT0026555
MI0001729	MIMAT0001631
MI0001730	MIMAT0001632
MI0001731	MIMAT0001633
MI0001732	MIMAT0001634
MI0001733	MIMAT0001635
MI0001734	MIMAT0001637
MI0001735	MIMAT0001638
MI0001738	MIMAT0001640
MI0001739	MIMAT0001641
MI0001740	MIMAT0001642
MI0001741	MIMAT0001643
MI0001743	MIMAT0001645
MI0001744	MIMAT0001646
MI0001745	MIMAT0001647
MI0001746	MIMAT0001648
MI0001747	MIMAT0001649
MI0001748	MIMAT0001650
MI0001749	MIMAT0001651
MI0001750	MIMAT0001652
MI0001751	MIMAT0026556
MI0001752	MIMAT0001654
MI0001753	MIMAT0001655
MI0001754	MIMAT0001656
MI0001755	MIMAT0001657
MI0001756	MIMAT0001658
MI0001757	MIMAT0001659
MI0001758	MIMAT0001660
MI0001759	MIMAT0001661
MI0001760	MIMAT0001662
MI0001761	MIMAT0001663
MI0001762	MIMAT0001664
MI0001763	MIMAT0001665
MI0001764	MIMAT0001666
MI0001765	MIMAT0001667
MI0001766	MIMAT0001668
MI0001767	MIMAT0001669
MI0001768	MIMAT0001670
MI0001769	MIMAT0001671
MI0001770	MIMAT0001672
MI0001771	MIMAT0001673
MI0001772	MIMAT0001674
MI0001773	MIMAT0020919
MI0001774	MIMAT0001676
MI0001775	MIMAT0020920
MI0001776	MIMAT0001678
MI0001777	MIMAT0001679
MI0001778	MIMAT0001680
MI0001779	MIMAT0001681
MI0001780	MIMAT0001682
MI0001781	MIMAT0020921
MI0001782	MIMAT0001684
MI0001783	MIMAT0001685
MI0001784	MIMAT0001686
MI0001785	MIMAT0001687
MI0001786	MIMAT0001688
MI0001787	MIMAT0001689
MI0001788	MIMAT0001690
MI0001789	MIMAT0001691
MI0001790	MIMAT0001692
MI0001791	MIMAT0001693
MI0001792	MIMAT0015160
MI0001793	MIMAT0015161
MI0001794	MIMAT0001696
MI0001795	MIMAT0001697
MI0001796	MIMAT0015164
MI0001798	MIMAT0015165
MI0001799	MIMAT0015166
MI0001800	MIMAT0001702
MI0001801	MIMAT0001703
MI0001802	MIMAT0015169
MI0001803	MIMAT0015170
MI0001804	MIMAT0015171
MI0001805	MIMAT0015172
MI0001806	MIMAT0015173
MI0001807	MIMAT0015174
MI0001808	MIMAT0001710
MI0001809	MIMAT0015176
MI0001810	MIMAT0015177
MI0001811	MIMAT0015178
MI0001812	MIMAT0015179
MI0001813	MIMAT0015180
MI0001814	MIMAT0015181
MI0001815	MIMAT0015182
MI0001816	MIMAT0015183
MI0001817	MIMAT0015184
MI0001818	MIMAT0015185
MI0001819	MIMAT0001721
MI0001820	MIMAT0001722
MI0001821	MIMAT0001723
MI0001822	MIMAT0001724
MI0001823	MIMAT0001725
MI0001824	MIMAT0001726
MI0001825	MIMAT0001727
MI0001826	MIMAT0001728
MI0001827	MIMAT0001729
MI0001828	MIMAT0001730
MI0001829	MIMAT0001731
MI0001830	MIMAT0001732
MI0001831	MIMAT0001733
MI0001832	MIMAT0001734
MI0001833	MIMAT0001735
MI0001834	MIMAT0001736
MI0001835	MIMAT0015198
MI0001836	MIMAT0015199
MI0001837	MIMAT0015200
MI0001838	MIMAT0015201
MI0001839	MIMAT0015202
MI0001840	MIMAT0001742
MI0001841	MIMAT0015203
MI0001842	MIMAT0015204
MI0001843	MIMAT0015205
MI0001844	MIMAT0015206
MI0001845	MIMAT0001747
MI0001846	MIMAT0001748
MI0001847	MIMAT0001749
MI0001848	MIMAT0001750
MI0001849	MIMAT0001751
MI0001850	MIMAT0001752
MI0001851	MIMAT0001753
MI0001852	MIMAT0001754
MI0001853	MIMAT0001755
MI0001854	MIMAT0001756
MI0001855	MIMAT0001757
MI0001856	MIMAT0001758
MI0001857	MIMAT0001759
MI0001858	MIMAT0001759
MI0001860	MIMAT0001759
MI0001861	MIMAT0001759
MI0001862	MIMAT0001759
MI0001863	MIMAT0001759
MI0001865	MIMAT0001760
MI0001866	MIMAT0001761
MI0001867	MIMAT0001761
MI0001868	MIMAT0001762
MI0001870	MIMAT0001762
MI0001871	MIMAT0001763
MI0001872	MIMAT0001764
MI0001873	MIMAT0001765
MI0001874	MIMAT0001765
MI0001875	MIMAT0001766
MI0001876	MIMAT0001767
MI0001877	MIMAT0001768
MI0001878	MIMAT0001768
MI0001879	MIMAT0001266
MI0001880	MIMAT0001769
MI0001881	MIMAT0001769
MI0001882	MIMAT0001769
MI0001883	MIMAT0001769
MI0001884	MIMAT0001769
MI0001885	MIMAT0001769
MI0001886	MIMAT0001769
MI0001887	MIMAT0001268
MI0001888	MIMAT0001770
MI0001889	MIMAT0001771
MI0001891	MIMAT0001772
MI0001892	MIMAT0001772
MI0001893	MIMAT0001773
MI0001894	MIMAT0001774
MI0001895	MIMAT0001775
MI0001896	MIMAT0001776
MI0001897	MIMAT0001777
MI0001898	MIMAT0001777
MI0001899	MIMAT0001778
MI0001900	MIMAT0001779
MI0001901	MIMAT0001780
MI0001902	MIMAT0001781
MI0001903	MIMAT0003398
MI0001904	MIMAT0003399
MI0001905	MIMAT0031940
MI0001906	MIMAT0031941
MI0001907	MIMAT0001786
MI0001908	MIMAT0001787
MI0001909	MIMAT0001787
MI0001910	MIMAT0031942
MI0001912	MIMAT0031943
MI0001913	MIMAT0001790
MI0001915	MIMAT0031944
MI0001916	MIMAT0031945
MI0001917	MIMAT0001791
MI0001918	MIMAT0001792
MI0001919	MIMAT0001792
MI0001920	MIMAT0001792
MI0001921	MIMAT0001792
MI0001922	MIMAT0031946
MI0001923	MIMAT0001794
MI0001925	MIMAT0001794
MI0001926	MIMAT0001794
MI0001927	MIMAT0001795
MI0001928	MIMAT0031949
MI0001929	MIMAT0031950
MI0001930	MIMAT0003401
MI0001931	MIMAT0001799
MI0001932	MIMAT0001800
MI0001933	MIMAT0001801
MI0001934	MIMAT0001801
MI0001938	MIMAT0001802
MI0001940	MIMAT0001803
MI0001941	MIMAT0001804
MI0001944	MIMAT0001805
MI0001946	MIMAT0001806
MI0001950	MIMAT0001807
MI0001951	MIMAT0031953
MI0001952	MIMAT0031954
MI0001953	MIMAT0031955
MI0001954	MIMAT0001810
MI0001955	MIMAT0001811
MI0001956	MIMAT0001812
MI0001957	MIMAT0001812
MI0001958	MIMAT0001813
MI0001959	MIMAT0001813
MI0001960	MIMAT0001814
MI0001961	MIMAT0001815
MI0001962	MIMAT0001816
MI0001963	MIMAT0031959
MI0001965	MIMAT0001818
MI0001966	MIMAT0001819
MI0001967	MIMAT0031960
MI0001968	MIMAT0031960
MI0001969	MIMAT0031961
MI0001970	MIMAT0031960
MI0001971	MIMAT0031962
MI0001972	MIMAT0001820
MI0001973	MIMAT0001820
MI0001975	MIMAT0001821
MI0001976	MIMAT0001821
MI0001977	MIMAT0001821
MI0001978	MIMAT0001822
MI0001979	MIMAT0003157
MI0001980	MIMAT0031967
MI0001981	MIMAT0001824
MI0001982	MIMAT0001825
MI0001983	MIMAT0001825
MI0001984	MIMAT0001826
MI0001986	MIMAT0001827
MI0001987	MIMAT0031969
MI0001988	MIMAT0031969
MI0001989	MIMAT0003403
MI0001991	MIMAT0001829
MI0001992	MIMAT0031970
MI0001993	MIMAT0003404
MI0001994	MIMAT0003405
MI0001995	MIMAT0031971
